"GEO_NAME","CHARACTERISTIC_ID","CHARACTERISTIC_NAME","C1_COUNT_TOTAL"
"E8J",394,"Single responses",5420
"E8J",395,"Official languages",5385
"E8J",396,"English",450
"E8J",397,"French",4930
"E8J",398,"Non-official languages",35
"E8K",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",8600
"E8K",384,"English only",640
"E8K",385,"French only",1745
"E8K",386,"English and French",6210
"E8K",387,"Neither English nor French",5
"E8K",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",8600
"E8K",389,"English",1270
"E8K",390,"French",7250
"E8K",391,"English and French",70
"E8K",392,"Neither English nor French",5
"E8K",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",8600
"E8K",394,"Single responses",8345
"E8K",395,"Official languages",8290
"E8K",396,"English",1170
"E8K",397,"French",7120
"E8K",398,"Non-official languages",50
"E8L",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",2255
"E8L",384,"English only",125
"E8L",385,"French only",855
"E8L",386,"English and French",1275
"E8L",387,"Neither English nor French",0
"E8L",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",2255
"E8L",389,"English",240
"E8L",390,"French",2015
"E8L",391,"English and French",5
"E8L",392,"Neither English nor French",0
"E8L",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",2255
"E8L",394,"Single responses",2230
"E8L",395,"Official languages",2230
"E8L",396,"English",220
"E8L",397,"French",2005
"E8L",398,"Non-official languages",5
"E8M",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",2020
"E8M",384,"English only",15
"E8M",385,"French only",1185
"E8M",386,"English and French",820
"E8M",387,"Neither English nor French",0
"E8M",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",2020
"E8M",389,"English",40
"E8M",390,"French",1970
"E8M",391,"English and French",5
"E8M",392,"Neither English nor French",0
"E8M",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",2020
"E8M",394,"Single responses",1995
"E8M",395,"Official languages",1990
"E8M",396,"English",35
"E8M",397,"French",1960
"E8M",398,"Non-official languages",5
"E8N",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",2390
"E8N",384,"English only",15
"E8N",385,"French only",1215
"E8N",386,"English and French",1160
"E8N",387,"Neither English nor French",0
"E8N",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",2390
"E8N",389,"English",70
"E8N",390,"French",2310
"E8N",391,"English and French",10
"E8N",392,"Neither English nor French",0
"E8N",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",2390
"E8N",394,"Single responses",2355
"E8N",395,"Official languages",2345
"E8N",396,"English",65
"E8N",397,"French",2280
"E8N",398,"Non-official languages",10
"E8P",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",3325
"E8P",384,"English only",55
"E8P",385,"French only",1935
"E8P",386,"English and French",1335
"E8P",387,"Neither English nor French",5
"E8P",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",3325
"E8P",389,"English",135
"E8P",390,"French",3180
"E8P",391,"English and French",15
"E8P",392,"Neither English nor French",5
"E8P",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",3325
"E8P",394,"Single responses",3290
"E8P",395,"Official languages",3275
"E8P",396,"English",120
"E8P",397,"French",3155
"E8P",398,"Non-official languages",15
"E8R",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",3060
"E8R",384,"English only",15
"E8R",385,"French only",2015
"E8R",386,"English and French",1030
"E8R",387,"Neither English nor French",0
"E8R",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",3060
"E8R",389,"English",55
"E8R",390,"French",3000
"E8R",391,"English and French",5
"E8R",392,"Neither English nor French",0
"E8R",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",3060
"E8R",394,"Single responses",3030
"E8R",395,"Official languages",3030
"E8R",396,"English",55
"E8R",397,"French",2975
"E8R",398,"Non-official languages",5
"E8S",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",4465
"E8S",384,"English only",30
"E8S",385,"French only",2720
"E8S",386,"English and French",1720
"E8S",387,"Neither English nor French",5
"E8S",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",4465
"E8S",389,"English",95
"E8S",390,"French",4350
"E8S",391,"English and French",20
"E8S",392,"Neither English nor French",5
"E8S",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",4465
"E8S",394,"Single responses",4395
"E8S",395,"Official languages",4325
"E8S",396,"English",75
"E8S",397,"French",4255
"E8S",398,"Non-official languages",75
"E8T",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",5630
"E8T",384,"English only",65
"E8T",385,"French only",3970
"E8T",386,"English and French",1590
"E8T",387,"Neither English nor French",10
"E8T",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",5630
"E8T",389,"English",210
"E8T",390,"French",5405
"E8T",391,"English and French",10
"E8T",392,"Neither English nor French",10
"E8T",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",5630
"E8T",394,"Single responses",5575
"E8T",395,"Official languages",5560
"E8T",396,"English",190
"E8T",397,"French",5365
"E8T",398,"Non-official languages",20
"E9A",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",2210
"E9A",384,"English only",345
"E9A",385,"French only",110
"E9A",386,"English and French",1750
"E9A",387,"Neither English nor French",10
"E9A",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",2210
"E9A",389,"English",495
"E9A",390,"French",1690
"E9A",391,"English and French",10
"E9A",392,"Neither English nor French",10
"E9A",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",2210
"E9A",394,"Single responses",2135
"E9A",395,"Official languages",2090
"E9A",396,"English",415
"E9A",397,"French",1670
"E9A",398,"Non-official languages",50
"E9B",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",2265
"E9B",384,"English only",2155
"E9B",385,"French only",0
"E9B",386,"English and French",115
"E9B",387,"Neither English nor French",0
"E9B",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",2265
"E9B",389,"English",2240
"E9B",390,"French",25
"E9B",391,"English and French",0
"E9B",392,"Neither English nor French",0
"E9B",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",2265
"E9B",394,"Single responses",2265
"E9B",395,"Official languages",2245
"E9B",396,"English",2215
"E9B",397,"French",30
"E9B",398,"Non-official languages",20
"E9C",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",2145
"E9C",384,"English only",2070
"E9C",385,"French only",0
"E9C",386,"English and French",75
"E9C",387,"Neither English nor French",0
"E9C",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",2145
"E9C",389,"English",2115
"E9C",390,"French",30
"E9C",391,"English and French",0
"E9C",392,"Neither English nor French",0
"E9C",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",2145
"E9C",394,"Single responses",2135
"E9C",395,"Official languages",2125
"E9C",396,"English",2090
"E9C",397,"French",35
"E9C",398,"Non-official languages",15
"E9E",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",3690
"E9E",384,"English only",3440
"E9E",385,"French only",0
"E9E",386,"English and French",245
"E9E",387,"Neither English nor French",5
"E9E",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",3690
"E9E",389,"English",3610
"E9E",390,"French",80
"E9E",391,"English and French",5
"E9E",392,"Neither English nor French",0
"E9E",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",3690
"E9E",394,"Single responses",3635
"E9E",395,"Official languages",3550
"E9E",396,"English",3470
"E9E",397,"French",80
"E9E",398,"Non-official languages",85
"E9G",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",5205
"E9G",384,"English only",1475
"E9G",385,"French only",915
"E9G",386,"English and French",2795
"E9G",387,"Neither English nor French",15
"E9G",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",5205
"E9G",389,"English",1780
